Gen	theta_1El	theta_2Mi	theta_3An	theta_4Po	theta_5Ab	theta_6Ge	theta_7Tr	theta_8MiPoAbAnGeTrEl	theta_9MiPoAbAnGeTr	theta_10MiPoAb	theta_11PoAb	theta_12AnGeTr	theta_13GeTr	tau_8MiPoAbAnGeTrEl	tau_9MiPoAbAnGeTr	tau_10MiPoAb	tau_11PoAb	tau_12AnGeTr	tau_13GeTr	M_El->Ge	M_El->Tr	M_An->Po	M_An->Ge	M_Po->An	M_Po->Ab	M_Ab->Po	M_Ge->El	M_Ge->An	M_Ge->Tr	M_Tr->El	M_Tr->Ge	lnL
257	0.003634	0.001191	0.003764	0.004512	0.002941	0.002739	0.002039	0.005685	0.001805	0.003878	0.003545	0.002326	0.015492	0.002080	0.002053	0.001137	0.000982	0.001931	0.000687	0.000000	0.000000	0.000000	0.254537	0.000000	0.000000	0.268429	0.000000	0.207454	0.203356	0.087949	0.131557	-11948.104
258	0.003634	0.001191	0.003764	0.004512	0.003872	0.002739	0.002039	0.004649	0.002740	0.003312	0.003409	0.003114	0.013781	0.002080	0.002058	0.001137	0.001021	0.001874	0.000710	0.000000	0.000000	0.000000	0.254537	0.000000	0.000032	0.268429	0.000000	0.207454	0.203356	0.087949	0.131557	-11972.229
259	0.004169	0.001191	0.003257	0.004836	0.003872	0.002739	0.002039	0.005232	0.001207	0.003312	0.003409	0.003047	0.012935	0.002080	0.002058	0.001137	0.001021	0.001900	0.000710	0.000000	0.000000	0.000000	0.254537	0.000000	0.000001	0.268429	0.000000	0.207454	0.203356	0.087949	0.131557	-11984.836
260	0.004421	0.001263	0.003453	0.005127	0.004105	0.002904	0.002162	0.006441	0.002301	0.003512	0.004108	0.002757	0.012240	0.002206	0.002182	0.001205	0.001082	0.001975	0.000787	0.000000	0.000000	0.000029	0.254537	0.000000	0.000083	0.268429	0.000000	0.207454	0.203356	0.087949	0.131557	-11955.141
261	0.004421	0.001263	0.003453	0.005127	0.004105	0.003573	0.002162	0.006441	0.004214	0.003512	0.004285	0.002757	0.011510	0.002206	0.002187	0.001205	0.001038	0.001975	0.000787	0.000000	0.000000	0.000004	0.254537	0.000000	0.000083	0.268429	0.000000	0.207454	0.203356	0.087949	0.131557	-11946.706
262	0.004421	0.001263	0.003453	0.005127	0.004105	0.003573	0.002162	0.006325	0.003052	0.003512	0.004165	0.002647	0.011409	0.002206	0.002187	0.001205	0.001068	0.002024	0.000744	0.000000	0.000000	0.000000	0.254537	0.000000	0.000010	0.268429	0.000000	0.084684	0.203356	0.087949	0.131557	-11925.665
263	0.004421	0.001263	0.003453	0.005127	0.004105	0.003462	0.002162	0.006772	0.003052	0.003975	0.004165	0.002734	0.010456	0.002206	0.002187	0.001172	0.001068	0.001984	0.000744	0.000000	0.000000	0.000000	0.254537	0.000000	0.000000	0.268429	0.000000	0.084684	0.203356	0.087949	0.131557	-11932.123
264	0.004007	0.001145	0.003130	0.004647	0.003721	0.003138	0.001959	0.006138	0.003788	0.003603	0.004222	0.002463	0.009477	0.001999	0.001932	0.001062	0.001002	0.001805	0.000675	0.000000	0.000000	0.000000	0.254537	0.000000	0.000000	0.268429	0.000000	0.084684	0.203356	0.087949	0.131557	-11919.946
265	0.004007	0.001145	0.003130	0.004647	0.003721	0.003138	0.001959	0.006144	0.002630	0.002915	0.003703	0.002463	0.008849	0.001999	0.001932	0.001062	0.001002	0.001805	0.000675	0.000000	0.000000	0.000000	0.254537	0.000000	0.000000	0.268429	0.000000	0.084684	0.203356	0.087949	0.131557	-11926.405
266	0.003063	0.001145	0.003130	0.004647	0.003721	0.003838	0.001959	0.006144	0.003223	0.003600	0.004336	0.002388	0.007307	0.001999	0.001932	0.001062	0.001000	0.001840	0.000675	0.000000	0.000007	0.000000	0.254537	0.000000	0.000000	0.268429	0.000000	0.084684	0.203356	0.087949	0.131557	-11913.503
267	0.003562	0.001270	0.003470	0.005425	0.003826	0.004256	0.002173	0.006812	0.003574	0.004305	0.004143	0.002758	0.009162	0.002217	0.002143	0.001178	0.001108	0.001989	0.000748	0.000000	0.002355	0.000000	0.254537	0.000000	0.000000	0.268429	0.000000	0.084684	0.203356	0.087949	0.131557	-11942.632
268	0.004063	0.001270	0.002437	0.005425	0.003826	0.004256	0.002173	0.006812	0.005004	0.004305	0.005229	0.002711	0.009981	0.002217	0.002143	0.001178	0.001108	0.002010	0.000748	0.000000	0.000303	0.000000	0.254537	0.000000	0.000000	0.268429	0.000000	0.084684	0.203356	0.087949	0.131557	-11931.882
269	0.003516	0.001099	0.002064	0.004695	0.003353	0.003098	0.001880	0.005321	0.007915	0.004515	0.003493	0.003294	0.009512	0.001918	0.001816	0.001019	0.000959	0.001740	0.000647	0.000000	0.004318	0.000000	0.254537	0.000000	0.000000	0.268429	0.000000	0.084684	0.203356	0.087949	0.131557	-11938.785
270	0.003516	0.001099	0.002064	0.004695	0.003353	0.003098	0.001880	0.005321	0.004341	0.004515	0.003493	0.002264	0.010648	0.001918	0.001865	0.001019	0.000959	0.001740	0.000647	0.000000	0.007806	0.000000	0.254537	0.000000	0.000000	0.268429	0.000000	0.084684	0.203356	0.087949	0.131557	-11977.892
271	0.003571	0.001116	0.002096	0.004768	0.003405	0.004097	0.001909	0.005404	0.005326	0.004585	0.004518	0.003210	0.009966	0.001948	0.001894	0.001035	0.001007	0.001729	0.000657	0.000000	0.007806	0.000000	0.254537	0.000000	0.000000	0.268429	0.000000	0.084684	0.203356	0.087949	0.198782	-11958.510
272	0.003571	0.001116	0.002096	0.004768	0.003405	0.004097	0.001909	0.004758	0.005326	0.004035	0.003621	0.005314	0.010955	0.001948	0.001894	0.001033	0.001007	0.001682	0.000655	0.000000	0.007806	0.000000	0.254537	0.000000	0.000000	0.268429	0.000000	0.084684	0.203356	0.087949	0.198782	-11945.561
273	0.003571	0.001116	0.002096	0.004768	0.003405	0.004097	0.001909	0.004758	0.005326	0.004035	0.002796	0.003916	0.009981	0.001948	0.001894	0.001033	0.000970	0.001679	0.000655	0.000000	0.007806	0.000000	0.254537	0.000000	0.000000	0.268429	0.000000	0.084684	0.203356	0.087949	0.198782	-11941.100
274	0.003571	0.001106	0.002096	0.004768	0.003405	0.004097	0.001909	0.005548	0.006257	0.003660	0.002796	0.003767	0.010685	0.001948	0.001894	0.001033	0.000970	0.001719	0.000655	0.000000	0.000219	0.000000	0.198520	0.000000	0.000000	0.268429	0.000000	0.084684	0.203356	0.087949	0.198782	-11943.740
275	0.003571	0.001106	0.002161	0.004768	0.003405	0.004097	0.001909	0.005641	0.007117	0.004514	0.003113	0.004032	0.010850	0.001947	0.001894	0.001033	0.000979	0.001719	0.000655	0.000000	0.000020	0.000000	0.198520	0.000000	0.000000	0.268429	0.000011	0.084684	0.203356	0.087949	0.198782	-11942.827
276	0.003571	0.001106	0.002161	0.004768	0.003405	0.004702	0.001909	0.005528	0.006333	0.005039	0.004371	0.004251	0.009891	0.001947	0.001894	0.001033	0.000979	0.001665	0.000655	0.000000	0.000605	0.000009	0.198520	0.000000	0.000000	0.268429	0.000002	0.084684	0.203356	0.087949	0.198782	-11953.426
277	0.003655	0.001132	0.002212	0.004881	0.003486	0.004814	0.001955	0.005659	0.005256	0.004867	0.004605	0.004517	0.011070	0.001993	0.001939	0.001058	0.000974	0.001758	0.000671	0.000000	0.000605	0.002878	0.198520	0.000000	0.000000	0.268429	0.000002	0.084684	0.203356	0.087949	0.198782	-11924.019
278	0.003655	0.001132	0.002212	0.004881	0.003486	0.003982	0.001955	0.005659	0.004295	0.004060	0.004605	0.003578	0.009620	0.001993	0.001939	0.001058	0.000974	0.001762	0.000671	0.000000	0.000605	0.000147	0.198520	0.000000	0.000005	0.268429	0.000003	0.084684	0.203356	0.087949	0.198782	-11928.690
279	0.002750	0.001132	0.003122	0.004881	0.003486	0.003982	0.001955	0.005659	0.005046	0.004060	0.005205	0.003578	0.010634	0.001993	0.001939	0.001058	0.000974	0.001762	0.000671	0.000000	0.000605	0.009862	0.198520	0.000000	0.000442	0.268429	0.000038	0.084684	0.203356	0.087949	0.198782	-11939.902
280	0.002529	0.001041	0.001961	0.004542	0.003206	0.003661	0.001797	0.005204	0.005344	0.003248	0.005820	0.003968	0.010624	0.001833	0.001783	0.000973	0.000896	0.001620	0.000617	0.000000	0.000605	0.000507	0.198520	0.000000	0.000016	0.268429	0.000167	0.084684	0.203356	0.087949	0.198782	-11919.482
281	0.002529	0.001041	0.001961	0.004542	0.003206	0.003661	0.001797	0.005466	0.006586	0.004520	0.005374	0.004997	0.010291	0.001833	0.001783	0.000961	0.000896	0.001636	0.000593	0.000000	0.000605	0.000507	0.198520	0.000000	0.000001	0.268429	0.000092	0.084684	0.203356	0.087949	0.198782	-11921.021
282	0.003687	0.001109	0.002089	0.004839	0.003415	0.002958	0.001915	0.005891	0.007016	0.005420	0.006825	0.005460	0.010826	0.001953	0.001899	0.001002	0.000954	0.001715	0.000589	0.000000	0.000605	0.000072	0.198520	0.000000	0.000001	0.268429	0.000002	0.084684	0.203356	0.087949	0.198782	-11905.608
283	0.003687	0.001109	0.002089	0.004839	0.003163	0.003195	0.001915	0.005891	0.006244	0.004490	0.005610	0.004677	0.010701	0.001953	0.001900	0.001002	0.000966	0.001715	0.000589	0.000000	0.000605	0.000000	0.198520	0.000000	0.000000	0.268429	0.000001	0.084684	0.203356	0.087949	0.198782	-11911.553
284	0.003687	0.001109	0.002089	0.004839	0.003163	0.003195	0.001915	0.004776	0.005839	0.004490	0.004715	0.003858	0.010115	0.001953	0.001931	0.001002	0.000966	0.001672	0.000594	0.000000	0.000605	0.000000	0.198520	0.000000	0.000000	0.268429	0.000000	0.084684	0.203356	0.087949	0.198782	-11900.896
285	0.002725	0.001109	0.002089	0.004839	0.003163	0.003195	0.001915	0.005556	0.005168	0.005001	0.003559	0.003708	0.011353	0.001953	0.001937	0.001002	0.000966	0.001716	0.000594	0.000000	0.000169	0.000001	0.198520	0.000000	0.000001	0.268429	0.000000	0.084684	0.203356	0.087949	0.198782	-11910.650
286	0.002725	0.001109	0.002089	0.004839	0.003163	0.003195	0.001915	0.005612	0.004910	0.003828	0.003559	0.003815	0.012347	0.001953	0.001922	0.001014	0.000966	0.001716	0.000594	0.000000	0.000004	0.000013	0.198520	0.000000	0.000006	0.268429	0.000000	0.084684	0.203356	0.087949	0.198782	-11939.520
287	0.002725	0.001109	0.002089	0.004839	0.003163	0.003326	0.001915	0.006720	0.007667	0.003828	0.003977	0.002853	0.010614	0.001953	0.001870	0.001014	0.000966	0.001695	0.000594	0.000000	0.000174	0.000008	0.198520	0.000000	0.000006	0.268429	0.000000	0.084684	0.203356	0.087949	0.198782	-11930.038
288	0.002725	0.001109	0.002089	0.004839	0.003163	0.003171	0.001915	0.007620	0.006693	0.004940	0.005426	0.002737	0.010111	0.001953	0.001873	0.001014	0.000966	0.001742	0.000623	0.000000	0.002033	0.000008	0.198520	0.000000	0.000000	0.268429	0.000000	0.084684	0.203356	0.087949	0.198782	-11914.120
289	0.002725	0.001109	0.002089	0.004839	0.003163	0.003171	0.001915	0.006791	0.007841	0.004263	0.005988	0.002013	0.008598	0.001953	0.001867	0.001014	0.000919	0.001710	0.000623	0.000000	0.002033	0.000021	0.198520	0.000000	0.000000	0.315672	0.000000	0.084684	0.203356	0.087949	0.198782	-11932.501
290	0.002395	0.001109	0.002089	0.004839	0.003163	0.003171	0.001915	0.006791	0.011231	0.004263	0.005518	0.002013	0.009585	0.001953	0.001820	0.001014	0.000947	0.001710	0.000623	0.000000	0.002033	0.000863	0.198520	0.000000	0.000000	0.315672	0.000000	0.084684	0.203356	0.093883	0.198782	-11920.545
291	0.003246	0.001109	0.002089	0.004839	0.003163	0.003171	0.001915	0.006791	0.012183	0.002933	0.005518	0.001633	0.011011	0.001953	0.001820	0.001014	0.000947	0.001710	0.000623	0.000000	0.000082	0.000051	0.198520	0.000000	0.000001	0.315672	0.000000	0.084684	0.203356	0.093883	0.198782	-11921.373
292	0.002884	0.000986	0.001856	0.004300	0.002810	0.002818	0.001702	0.006034	0.010260	0.002606	0.005043	0.001451	0.010483	0.001735	0.001617	0.000901	0.000841	0.001519	0.000554	0.000000	0.000040	0.000002	0.198520	0.000000	0.000000	0.315672	0.000000	0.084684	0.203356	0.093883	0.198782	-11941.838
293	0.002884	0.000986	0.001856	0.004300	0.002810	0.002818	0.001702	0.005092	0.011406	0.002606	0.005043	0.001074	0.010415	0.001735	0.001617	0.000901	0.000841	0.001569	0.000601	0.000000	0.000003	0.000000	0.198520	0.000003	0.000000	0.315672	0.000000	0.084684	0.203356	0.093883	0.198782	-11939.153
294	0.003114	0.001064	0.002005	0.004643	0.003035	0.003043	0.001837	0.004890	0.013726	0.003577	0.004975	0.001159	0.011234	0.001874	0.001746	0.000972	0.000905	0.001694	0.000649	0.000000	0.000003	0.000001	0.198520	0.000000	0.000000	0.315672	0.000000	0.084684	0.203356	0.093883	0.198782	-11924.652
295	0.002100	0.001143	0.002153	0.004987	0.003260	0.003268	0.001973	0.005252	0.010029	0.003842	0.003692	0.001245	0.011033	0.002012	0.001903	0.001044	0.001018	0.001820	0.000697	0.000000	0.000003	0.000001	0.198520	0.000000	0.000000	0.315672	0.000000	0.007277	0.203356	0.093883	0.198782	-11929.759
296	0.002100	0.001143	0.002153	0.004987	0.003260	0.003268	0.001973	0.005252	0.009092	0.003765	0.003692	0.001590	0.010034	0.002012	0.001903	0.001044	0.001018	0.001820	0.000697	0.000000	0.000003	0.000020	0.198520	0.000000	0.000000	0.315672	0.000010	0.007277	0.203356	0.093883	0.198782	-11908.733
297	0.002100	0.001143	0.002153	0.004987	0.003260	0.003268	0.001973	0.005252	0.009092	0.003765	0.002900	0.002010	0.010777	0.002012	0.001903	0.001044	0.001018	0.001820	0.000721	0.000000	0.000060	0.000020	0.198520	0.000000	0.000000	0.315672	0.000001	0.007277	0.203356	0.093883	0.198782	-11930.309
298	0.002223	0.001211	0.002279	0.005278	0.003450	0.003459	0.002089	0.006574	0.008941	0.003985	0.003042	0.002127	0.012152	0.002130	0.002015	0.001106	0.001088	0.001926	0.000716	0.000000	0.000001	0.000020	0.198520	0.000000	0.000000	0.315672	0.000000	0.007277	0.203356	0.093883	0.198782	-11944.992
299	0.002223	0.001211	0.002279	0.005278	0.003450	0.003459	0.002089	0.006574	0.007494	0.003985	0.002807	0.001675	0.012353	0.002130	0.002015	0.001106	0.001088	0.001926	0.000716	0.000000	0.000107	0.000010	0.198520	0.000000	0.000000	0.315672	0.000000	0.007277	0.203356	0.003836	0.198782	-11934.422
300	0.002223	0.001211	0.002279	0.005278	0.003534	0.004058	0.002089	0.005395	0.005942	0.003985	0.002807	0.001636	0.013044	0.002130	0.002015	0.001106	0.001088	0.001955	0.000716	0.000000	0.002285	0.000001	0.198520	0.000000	0.000000	0.315672	0.000000	0.007277	0.203356	0.003836	0.140168	-11921.628
301	0.002649	0.001305	0.002456	0.005689	0.003809	0.004148	0.002252	0.005815	0.006405	0.004296	0.004063	0.001763	0.014242	0.002296	0.002171	0.001192	0.001174	0.002107	0.000792	0.000000	0.002285	0.000000	0.198520	0.000000	0.000000	0.315672	0.000000	0.146418	0.203356	0.003836	0.140168	-11938.551
302	0.002300	0.001133	0.002133	0.004941	0.003308	0.003002	0.001955	0.005050	0.005562	0.003730	0.002394	0.001105	0.013046	0.001994	0.001886	0.001035	0.001018	0.001807	0.000688	0.000000	0.002285	0.000120	0.198520	0.000000	0.000000	0.315672	0.000000	0.146418	0.203356	0.003836	0.140168	-11933.284
303	0.002300	0.001133	0.002133	0.004941	0.003308	0.003002	0.001955	0.005906	0.003572	0.003345	0.002362	0.001980	0.013954	0.001994	0.001950	0.001035	0.001032	0.001807	0.000641	0.000000	0.002285	0.000003	0.198520	0.000000	0.000000	0.315672	0.000000	0.146418	0.203356	0.003836	0.140168	-11946.836
304	0.002372	0.001169	0.002200	0.005096	0.003412	0.003337	0.002017	0.006923	0.004245	0.003450	0.002505	0.002091	0.014593	0.002056	0.002011	0.001067	0.001035	0.001898	0.000626	0.000000	0.002285	0.000242	0.198520	0.000000	0.000018	0.315672	0.000000	0.146418	0.203356	0.082989	0.140168	-11913.945
305	0.002372	0.001169	0.002200	0.005096	0.003412	0.003337	0.003304	0.006387	0.003113	0.004185	0.002459	0.002091	0.013295	0.002056	0.002046	0.001067	0.001055	0.001898	0.000650	0.000000	0.028220	0.000242	0.198520	0.000000	0.000327	0.315672	0.000000	0.146418	0.203356	0.082989	0.140168	-11930.585
306	0.002372	0.001169	0.002200	0.004932	0.003412	0.003337	0.003304	0.006484	0.003113	0.004185	0.002510	0.002192	0.013295	0.002056	0.002046	0.001067	0.001033	0.001938	0.000650	0.000000	0.001164	0.000074	0.198520	0.000000	0.000000	0.315672	0.000000	0.146418	0.203356	0.001504	0.140168	-11923.673
307	0.002372	0.001169	0.002200	0.004932	0.003412	0.003337	0.002979	0.007697	0.003113	0.004185	0.002525	0.001321	0.012295	0.002056	0.002046	0.001067	0.001027	0.001959	0.000650	0.000000	0.000000	0.000145	0.198520	0.000001	0.000034	0.315672	0.000000	0.146418	0.203356	0.001504	0.140168	-11934.898
308	0.002372	0.001169	0.002200	0.004932	0.003412	0.003337	0.002979	0.006063	0.003113	0.004866	0.003606	0.001321	0.013339	0.002056	0.002046	0.001062	0.001027	0.001959	0.000650	0.000000	0.000012	0.001041	0.198520	0.000000	0.000000	0.315672	0.000000	0.146418	0.203356	0.008102	0.140168	-11938.096
309	0.002372	0.001169	0.002200	0.004932	0.003412	0.002434	0.002979	0.006063	0.003113	0.005196	0.003530	0.001368	0.014063	0.002056	0.002046	0.001062	0.001027	0.001913	0.000615	0.000000	0.000000	0.001041	0.198520	0.000000	0.000000	0.315672	0.000000	0.146418	0.203356	0.031360	0.140168	-11929.432
310	0.002372	0.001169	0.002200	0.004676	0.003412	0.002434	0.002979	0.006063	0.002353	0.004410	0.005252	0.001344	0.013307	0.002056	0.002046	0.001062	0.001027	0.001937	0.000615	0.000000	0.000000	0.000569	0.198520	0.000009	0.000001	0.315672	0.000000	0.146418	0.203356	0.031360	0.140168	-11949.633
311	0.002372	0.001169	0.002200	0.004676	0.003412	0.002434	0.002760	0.007347	0.002353	0.004410	0.005252	0.001625	0.012285	0.002056	0.002046	0.001062	0.001027	0.001900	0.000615	0.000000	0.000003	0.000011	0.198520	0.000285	0.000000	0.315672	0.000000	0.146418	0.203356	0.031360	0.140168	-11946.052
312	0.002356	0.001161	0.002185	0.004645	0.003389	0.002417	0.002741	0.008043	0.002804	0.004380	0.005326	0.001690	0.011349	0.002043	0.002008	0.001054	0.001010	0.001831	0.000611	0.000000	0.000073	0.000000	0.198520	0.000757	0.000000	0.315672	0.000000	0.146418	0.203356	0.031360	0.140168	-11939.405
313	0.002589	0.001161	0.002185	0.004645	0.003104	0.002417	0.002741	0.006901	0.002461	0.005337	0.005326	0.002338	0.010428	0.002043	0.002033	0.001054	0.001010	0.001845	0.000611	0.000000	0.000298	0.000000	0.198520	0.000757	0.000000	0.315672	0.000000	0.146418	0.203356	0.031360	0.140168	-11932.142
314	0.002589	0.001161	0.002185	0.004645	0.003104	0.002799	0.002741	0.007829	0.002303	0.005553	0.005459	0.002168	0.008544	0.002043	0.002033	0.001054	0.000985	0.001845	0.000611	0.000000	0.009640	0.000000	0.198520	0.000016	0.000000	0.315672	0.000000	0.146418	0.203356	0.031360	0.140168	-11957.010
315	0.002690	0.001206	0.002270	0.004825	0.003224	0.002907	0.003247	0.008859	0.001373	0.005768	0.004900	0.002328	0.008608	0.002122	0.002112	0.001095	0.001034	0.001875	0.000590	0.000000	0.009640	0.008014	0.198520	0.000003	0.000000	0.315672	0.000000	0.146418	0.203356	0.031360	0.140168	-11941.724
316	0.002690	0.001206	0.002270	0.004825	0.003224	0.002907	0.003247	0.008187	0.001373	0.005768	0.004181	0.002256	0.009179	0.002122	0.002112	0.001095	0.001034	0.001916	0.000553	0.000000	0.009640	0.008014	0.198520	0.000003	0.000165	0.315672	0.000002	0.146418	0.203356	0.031360	0.155529	-11950.447
317	0.002690	0.001206	0.002270	0.004825	0.003224	0.002907	0.002840	0.007293	0.001373	0.005201	0.005329	0.003729	0.010489	0.002122	0.002112	0.001095	0.001034	0.001961	0.000553	0.000000	0.009640	0.008014	0.198520	0.000068	0.002494	0.315672	0.000019	0.146418	0.203356	0.031360	0.155529	-11936.586
318	0.002550	0.001143	0.002152	0.004573	0.003056	0.002755	0.002692	0.007809	0.002006	0.005496	0.005944	0.003997	0.010284	0.002011	0.002002	0.001038	0.000980	0.001889	0.000525	0.000000	0.002431	0.000387	0.198520	0.000068	0.000038	0.315672	0.000749	0.146418	0.203356	0.031360	0.155529	-11949.810
319	0.002312	0.001036	0.001951	0.004147	0.002771	0.002499	0.002999	0.006135	0.000999	0.004345	0.004244	0.003625	0.009757	0.001824	0.001819	0.000941	0.000889	0.001713	0.000455	0.000000	0.002431	0.006424	0.198520	0.000002	0.000367	0.315672	0.000041	0.146418	0.203356	0.046970	0.155529	-11926.746
320	0.002312	0.001036	0.001951	0.004147	0.002771	0.002499	0.002999	0.005189	0.001490	0.004345	0.004547	0.002581	0.010870	0.001824	0.001819	0.000941	0.000829	0.001675	0.000455	0.000000	0.000077	0.006424	0.198520	0.000098	0.000036	0.315672	0.000052	0.146418	0.203356	0.046970	0.155529	-11929.599
321	0.002155	0.001036	0.001951	0.004147	0.002771	0.002499	0.002999	0.006199	0.001490	0.005255	0.004316	0.002562	0.010870	0.001824	0.001819	0.000941	0.000874	0.001684	0.000455	0.000000	0.000020	0.006424	0.198520	0.000098	0.000479	0.315672	0.000052	0.146418	0.203356	0.046970	0.155529	-11931.844
322	0.002155	0.001036	0.001951	0.004147	0.003527	0.002499	0.002999	0.006556	0.001490	0.005255	0.004316	0.001885	0.011595	0.001824	0.001819	0.000941	0.000874	0.001715	0.000455	0.000000	0.000000	0.006424	0.198520	0.000098	0.000006	0.315672	0.000052	0.146418	0.203356	0.046970	0.155529	-11956.051
323	0.002312	0.001112	0.002093	0.004449	0.003784	0.002681	0.003217	0.007803	0.002046	0.005638	0.003316	0.002022	0.012439	0.001956	0.001951	0.001010	0.000982	0.001840	0.000488	0.000000	0.000000	0.006424	0.198520	0.000098	0.000238	0.315672	0.000352	0.146418	0.340112	0.046970	0.155529	-11932.163
324	0.002312	0.001112	0.002093	0.004449	0.003699	0.002681	0.003217	0.007803	0.002046	0.005261	0.002886	0.001471	0.010547	0.001956	0.001951	0.001006	0.000982	0.001840	0.000488	0.000000	0.000000	0.000197	0.198520	0.004631	0.000238	0.315672	0.000074	0.146418	0.340112	0.046970	0.155529	-11937.532
325	0.002575	0.001070	0.002331	0.004954	0.004119	0.002985	0.003583	0.008095	0.003101	0.005858	0.001775	0.003133	0.011745	0.002179	0.002173	0.001121	0.001094	0.002071	0.000543	0.000000	0.000000	0.000197	0.198520	0.000207	0.001803	0.315672	0.000001	0.146418	0.340112	0.046970	0.155529	-11920.125
326	0.002575	0.001070	0.002331	0.004954	0.004119	0.002985	0.003583	0.008095	0.002286	0.005858	0.001775	0.001957	0.012869	0.002179	0.002173	0.001121	0.001094	0.002071	0.000496	0.000000	0.000000	0.000197	0.198520	0.001619	0.001803	0.315672	0.000005	0.146418	0.340112	0.046970	0.155529	-11939.725
327	0.002575	0.001070	0.002331	0.004954	0.004119	0.002985	0.002560	0.007267	0.001903	0.005858	0.001775	0.002959	0.011746	0.002179	0.002173	0.001121	0.001094	0.002021	0.000496	0.000000	0.000000	0.006531	0.198520	0.000001	0.001803	0.315672	0.000006	0.146418	0.340112	0.046970	0.155529	-11927.515
328	0.002304	0.000957	0.002086	0.004433	0.003686	0.002671	0.002290	0.006502	0.001703	0.004694	0.000851	0.002572	0.010081	0.001949	0.001944	0.001003	0.000979	0.001848	0.000443	0.000000	0.000000	0.000087	0.198520	0.000023	0.000052	0.315672	0.000000	0.146418	0.340112	0.046970	0.155529	-11918.777
329	0.002558	0.001063	0.002315	0.004921	0.003178	0.002965	0.002543	0.007218	0.002437	0.004512	0.000944	0.003837	0.011191	0.002164	0.002158	0.001112	0.001086	0.002052	0.000492	0.000000	0.000000	0.000087	0.198520	0.000001	0.000003	0.315672	0.000000	0.146418	0.340112	0.046970	0.155529	-11918.514
330	0.002381	0.000990	0.002156	0.004582	0.002959	0.001741	0.002368	0.006721	0.001361	0.004753	0.001956	0.002114	0.012595	0.002015	0.002010	0.001033	0.001012	0.001968	0.000379	0.000000	0.000000	0.000087	0.198520	0.000040	0.000000	0.315672	0.000000	0.146418	0.340112	0.046970	0.155529	-11938.150
331	0.002381	0.000990	0.003666	0.004582	0.002959	0.001741	0.002368	0.006721	0.001753	0.004753	0.001993	0.002111	0.014275	0.002015	0.002010	0.001033	0.000993	0.001970	0.000379	0.000000	0.000000	0.000087	0.198520	0.003073	0.000000	0.315672	0.000000	0.146418	0.340112	0.046970	0.155529	-11913.413
332	0.002227	0.000926	0.003429	0.004286	0.002768	0.001629	0.002214	0.006286	0.001640	0.004446	0.002699	0.000899	0.011694	0.001885	0.001880	0.000966	0.000929	0.001843	0.000355	0.000000	0.000000	0.000273	0.198520	0.003073	0.000000	0.315672	0.000000	0.146418	0.340112	0.046970	0.155529	-11911.152
333	0.002553	0.001061	0.003930	0.004911	0.003172	0.001866	0.002538	0.007204	0.001879	0.005094	0.002994	0.002048	0.012095	0.002160	0.002154	0.001107	0.001099	0.002112	0.000407	0.000000	0.000000	0.000015	0.198520	0.003073	0.000000	0.315672	0.000000	0.146418	0.340112	0.046970	0.155529	-11900.679
334	0.002455	0.001020	0.003779	0.004723	0.003050	0.001795	0.002440	0.006927	0.002095	0.004033	0.001752	0.001969	0.012387	0.002077	0.002071	0.001065	0.001057	0.002031	0.000391	0.000000	0.000000	0.000882	0.198520	0.003073	0.000005	0.315672	0.000000	0.146418	0.340112	0.046970	0.155529	-11914.344
335	0.002348	0.000976	0.003615	0.004914	0.002918	0.001717	0.002334	0.005863	0.002953	0.003858	0.001676	0.001215	0.012332	0.001987	0.001981	0.001018	0.001011	0.001943	0.000374	0.000000	0.000000	0.000039	0.198520	0.003073	0.000000	0.315672	0.000000	0.146418	0.340112	0.046970	0.155529	-11914.346
336	0.002601	0.001081	0.003373	0.005444	0.003232	0.001902	0.002586	0.008095	0.002412	0.004817	0.003461	0.001345	0.012779	0.002201	0.002195	0.001128	0.001120	0.002152	0.000478	0.000000	0.000000	0.000000	0.198520	0.000158	0.000010	0.315672	0.000000	0.146418	0.340112	0.046970	0.155529	-11913.536
337	0.002601	0.001081	0.003373	0.005444	0.003232	0.001902	0.002586	0.008779	0.002872	0.004817	0.003461	0.001360	0.014526	0.002201	0.002195	0.001128	0.001120	0.002134	0.000478	0.000000	0.000000	0.000000	0.198520	0.000158	0.000284	0.315672	0.000000	0.146418	0.340112	0.046970	0.155529	-11922.394
338	0.002601	0.001081	0.003373	0.005444	0.003232	0.001902	0.002586	0.008779	0.003390	0.005117	0.002677	0.001360	0.015075	0.002201	0.002195	0.001128	0.001120	0.002134	0.000428	0.000000	0.000000	0.000000	0.198520	0.001455	0.003138	0.315672	0.000001	0.146418	0.340112	0.046970	0.155529	-11940.194
339	0.002601	0.001081	0.003119	0.005444	0.003232	0.001902	0.002586	0.008779	0.003390	0.004746	0.001790	0.001386	0.013975	0.002201	0.002195	0.001128	0.001120	0.002102	0.000428	0.000000	0.000000	0.000019	0.198520	0.000449	0.003138	0.315672	0.000038	0.146418	0.340112	0.046970	0.155529	-11940.459
