Gen	theta_1El	theta_2Mi	theta_3An	theta_4Po	theta_5Ab	theta_6Ge	theta_7Tr	theta_8MiPoAbAnGeTrEl	theta_9MiPoAbAnGeTr	theta_10MiPoAb	theta_11PoAb	theta_12AnGeTr	theta_13GeTr	tau_8MiPoAbAnGeTrEl	tau_9MiPoAbAnGeTr	tau_10MiPoAb	tau_11PoAb	tau_12AnGeTr	tau_13GeTr	M_El->Ge	M_El->Tr	M_An->Po	M_An->Ge	M_Po->An	M_Po->Ab	M_Ab->Po	M_Ge->El	M_Ge->An	M_Ge->Tr	M_Tr->El	M_Tr->Ge	lnL
1229	0.002619	0.001234	0.002570	0.005913	0.002554	0.003160	0.002083	0.007316	0.009915	0.004659	0.003723	0.008336	0.015877	0.002300	0.002203	0.000837	0.000835	0.002162	0.000444	0.005644	0.009963	0.001522	0.131719	0.000001	0.002960	0.575513	0.000004	0.337423	0.000000	0.011506	0.249496	-11935.916
1230	0.002619	0.001234	0.002570	0.005913	0.002554	0.003160	0.002083	0.007316	0.008684	0.003819	0.003723	0.007514	0.014319	0.002300	0.002203	0.000837	0.000835	0.002162	0.000505	0.005644	0.000185	0.000025	0.131719	0.000044	0.002960	0.575513	0.000004	0.337423	0.000000	0.011506	0.249496	-11971.036
1231	0.002619	0.001234	0.002724	0.005913	0.002554	0.003160	0.002083	0.007316	0.007812	0.003819	0.004348	0.006621	0.013309	0.002300	0.002203	0.000837	0.000835	0.002162	0.000505	0.005644	0.000003	0.000937	0.131719	0.002304	0.002902	0.575513	0.001996	0.337423	0.000000	0.011506	0.249496	-11953.859
1232	0.002619	0.001234	0.002724	0.005913	0.002554	0.003160	0.002007	0.006422	0.007812	0.003819	0.003138	0.006028	0.014462	0.002300	0.002203	0.000837	0.000835	0.002150	0.000505	0.007421	0.000014	0.000048	0.131719	0.002304	0.000062	0.575513	0.000039	0.337423	0.000000	0.011506	0.249496	-11950.695
1233	0.002619	0.001234	0.002724	0.005913	0.002554	0.003160	0.002007	0.006422	0.002968	0.003819	0.002126	0.004897	0.014462	0.002300	0.002253	0.000837	0.000835	0.002190	0.000505	0.007421	0.000000	0.000001	0.131719	0.002304	0.000000	0.575513	0.000298	0.337423	0.000000	0.011506	0.249496	-11931.743
1234	0.002619	0.001234	0.002724	0.005336	0.002554	0.003160	0.002007	0.007425	0.005703	0.003819	0.001978	0.004077	0.013747	0.002300	0.002211	0.000837	0.000835	0.002189	0.000505	0.007421	0.000001	0.000001	0.131719	0.002304	0.000000	0.575513	0.004531	0.337423	0.000000	0.011506	0.249496	-11948.247
1235	0.002619	0.001234	0.002724	0.005336	0.002554	0.003160	0.002007	0.005969	0.004765	0.004911	0.003012	0.003118	0.013747	0.002300	0.002211	0.000837	0.000835	0.002189	0.000505	0.007421	0.000000	0.000000	0.131719	0.000040	0.000007	0.575513	0.011776	0.337423	0.000000	0.011506	0.249496	-11940.122
1236	0.002619	0.001234	0.002724	0.005336	0.002554	0.003160	0.002007	0.006605	0.005980	0.004184	0.003012	0.003784	0.014620	0.002300	0.002211	0.000837	0.000835	0.002189	0.000505	0.007421	0.000000	0.000000	0.131719	0.000002	0.000707	0.575513	0.011776	0.337423	0.000000	0.003050	0.249496	-11941.073
1237	0.002619	0.001234	0.002426	0.005011	0.002554	0.003160	0.002007	0.006605	0.001366	0.004184	0.003934	0.004323	0.013563	0.002300	0.002276	0.000837	0.000835	0.002230	0.000505	0.077968	0.000000	0.000000	0.131719	0.000152	0.000707	0.575513	0.000302	0.337423	0.000000	0.003050	0.249496	-11926.402
1238	0.002739	0.001291	0.002537	0.005240	0.002671	0.003304	0.002099	0.005983	0.001429	0.004375	0.004114	0.005515	0.015000	0.002405	0.002380	0.000875	0.000873	0.002332	0.000528	0.077968	0.000000	0.000000	0.131719	0.000992	0.009087	0.575513	0.000024	0.337423	0.000000	0.003050	0.249496	-11952.698
1239	0.002739	0.001291	0.002537	0.005240	0.002671	0.003304	0.002099	0.005983	0.001172	0.004981	0.003279	0.004578	0.015461	0.002405	0.002391	0.000875	0.000851	0.002330	0.000528	0.001382	0.000000	0.000000	0.131719	0.021816	0.001982	0.575513	0.010607	0.337423	0.000000	0.003050	0.249496	-11967.756
1240	0.002739	0.001291	0.002537	0.005240	0.002671	0.003304	0.002099	0.005389	0.001172	0.004981	0.002866	0.003370	0.015461	0.002405	0.002391	0.000875	0.000851	0.002365	0.000528	0.001382	0.000000	0.000000	0.131719	0.021816	0.001982	0.575513	0.010607	0.337423	0.000000	0.084969	0.249496	-11946.952
1241	0.002836	0.001291	0.002537	0.005240	0.002671	0.003304	0.002099	0.005389	0.001172	0.004981	0.002866	0.003341	0.015057	0.002405	0.002391	0.000875	0.000851	0.002368	0.000528	0.001382	0.000000	0.000000	0.131719	0.006561	0.000010	0.575513	0.002285	0.337423	0.000000	0.084969	0.249496	-11937.787
1242	0.002836	0.001291	0.002537	0.005240	0.002671	0.003304	0.002099	0.006059	0.001994	0.004224	0.002134	0.003586	0.016480	0.002405	0.002382	0.000875	0.000861	0.002368	0.000509	0.001382	0.000000	0.000000	0.131719	0.000063	0.000689	0.575513	0.002285	0.337423	0.000000	0.004477	0.249496	-11921.727
1243	0.002755	0.001254	0.001481	0.005092	0.002596	0.003211	0.002040	0.004747	0.001937	0.004105	0.002074	0.002709	0.017036	0.002337	0.002314	0.000850	0.000836	0.002295	0.000495	0.001382	0.000000	0.000000	0.131719	0.000001	0.000019	0.575513	0.000085	0.337423	0.000000	0.004477	0.249496	-11928.627
1244	0.001932	0.001232	0.001481	0.005092	0.002596	0.003211	0.002040	0.005744	0.002591	0.004105	0.001100	0.002734	0.015165	0.002337	0.002317	0.000850	0.000836	0.002278	0.000517	0.018865	0.000000	0.000000	0.131719	0.000000	0.000000	0.575513	0.000085	0.337423	0.000000	0.004477	0.249496	-11948.386
1245	0.001932	0.001232	0.001481	0.005092	0.002596	0.003211	0.002007	0.005744	0.002591	0.004105	0.001100	0.002701	0.014727	0.002337	0.002317	0.000850	0.000836	0.002300	0.000517	0.018865	0.000000	0.000384	0.131719	0.000000	0.000018	0.575513	0.008692	0.337423	0.000000	0.004477	0.249496	-11922.377
1246	0.001899	0.001211	0.001455	0.005004	0.002551	0.003155	0.001972	0.005645	0.001841	0.004033	0.002207	0.002654	0.014575	0.002297	0.002294	0.000835	0.000822	0.002260	0.000475	0.018865	0.000000	0.000384	0.131719	0.000000	0.000018	0.575513	0.008692	0.337423	0.000000	0.094945	0.249496	-11956.685
1247	0.001899	0.001211	0.001455	0.005004	0.002551	0.003155	0.001972	0.005645	0.001157	0.004088	0.002057	0.002706	0.014780	0.002297	0.002289	0.000835	0.000822	0.002226	0.000475	0.018865	0.000000	0.000384	0.131719	0.000045	0.000632	0.575513	0.008692	0.337423	0.000000	0.094945	0.249496	-11959.628
1248	0.001772	0.001130	0.001358	0.004671	0.002381	0.002945	0.001841	0.005269	0.001916	0.004577	0.001942	0.003534	0.013797	0.002144	0.002137	0.000780	0.000759	0.002064	0.000443	0.005912	0.000000	0.000384	0.131719	0.000001	0.000020	0.466350	0.008692	0.337423	0.000000	0.094945	0.249496	-11959.932
1249	0.001969	0.001256	0.001509	0.005189	0.002645	0.003272	0.002045	0.004634	0.002879	0.005085	0.002173	0.003926	0.012703	0.002382	0.002374	0.000866	0.000837	0.002293	0.000559	0.005912	0.000000	0.000005	0.131719	0.000000	0.002736	0.354223	0.000015	0.337423	0.000000	0.094945	0.249496	-11945.218
1250	0.001969	0.001256	0.001509	0.005189	0.002645	0.004355	0.002045	0.004634	0.002228	0.003860	0.001255	0.003926	0.011314	0.002382	0.002374	0.000866	0.000837	0.002293	0.000586	0.005912	0.000000	0.000222	0.131719	0.000001	0.000031	0.354223	0.000001	0.337423	0.000000	0.094945	0.249496	-11959.131
1251	0.001969	0.001256	0.001509	0.005189	0.002645	0.004355	0.002045	0.004634	0.001400	0.003860	0.002555	0.003008	0.011283	0.002382	0.002374	0.000866	0.000794	0.002326	0.000554	0.000191	0.000000	0.000222	0.131719	0.000088	0.000001	0.354223	0.000012	0.337423	0.000000	0.094945	0.249496	-11955.432
1252	0.001969	0.001256	0.001509	0.005189	0.002645	0.004355	0.002045	0.004634	0.001400	0.004196	0.003382	0.003008	0.013343	0.002382	0.002374	0.000866	0.000794	0.002326	0.000525	0.000702	0.000000	0.000222	0.131719	0.000003	0.000000	0.354223	0.002789	0.337423	0.000000	0.094945	0.249496	-11950.207
1253	0.001969	0.001256	0.001509	0.005193	0.002645	0.003583	0.002045	0.004634	0.003418	0.004196	0.002634	0.001690	0.014493	0.002382	0.002345	0.000866	0.000805	0.002326	0.000525	0.000702	0.000000	0.000130	0.131719	0.000751	0.000000	0.354223	0.002789	0.337423	0.000000	0.094945	0.249496	-11934.938
1254	0.001969	0.001256	0.001509	0.005193	0.002645	0.003583	0.002045	0.006069	0.000992	0.004196	0.002634	0.001690	0.013273	0.002382	0.002375	0.000866	0.000805	0.002326	0.000525	0.000702	0.000000	0.000000	0.131719	0.000751	0.000001	0.354223	0.000342	0.337423	0.000000	0.094945	0.249496	-11952.189
1255	0.001969	0.001256	0.001509	0.005193	0.002645	0.003583	0.002910	0.006069	0.000992	0.003101	0.004007	0.001690	0.012540	0.002382	0.002375	0.000866	0.000791	0.002326	0.000477	0.000702	0.000000	0.000003	0.131719	0.000751	0.000001	0.354223	0.000014	0.337423	0.000000	0.094945	0.249496	-11952.033
1256	0.001969	0.001256	0.001509	0.005193	0.002645	0.003715	0.002910	0.006069	0.001706	0.003879	0.004007	0.002079	0.012540	0.002382	0.002375	0.000866	0.000791	0.002283	0.000477	0.000702	0.000000	0.000500	0.131719	0.000751	0.000001	0.354223	0.000000	0.337423	0.000000	0.030292	0.249496	-11933.127
1257	0.001776	0.001133	0.001361	0.004684	0.002386	0.002900	0.002523	0.005474	0.001539	0.003498	0.003614	0.001875	0.010577	0.002148	0.002142	0.000781	0.000713	0.002059	0.000430	0.000702	0.000000	0.004200	0.131719	0.000751	0.014025	0.354223	0.000021	0.337423	0.000000	0.030292	0.249496	-11935.946
1258	0.001923	0.001226	0.001474	0.005071	0.002583	0.003140	0.002731	0.005927	0.002600	0.004521	0.003913	0.002036	0.012683	0.002326	0.002320	0.000846	0.000772	0.002224	0.000465	0.005367	0.000000	0.004200	0.131719	0.000751	0.000124	0.354223	0.005257	0.337423	0.000000	0.030292	0.249496	-11923.623
1259	0.001923	0.001226	0.001474	0.005071	0.002583	0.004002	0.002731	0.005350	0.003991	0.004270	0.003913	0.002036	0.011488	0.002326	0.002320	0.000846	0.000772	0.002224	0.000465	0.000562	0.000000	0.000042	0.131719	0.000065	0.000113	0.354223	0.005257	0.337423	0.000000	0.030292	0.249496	-11930.976
1260	0.001923	0.001226	0.001474	0.005071	0.002583	0.003347	0.002731	0.005350	0.003991	0.004270	0.003913	0.002036	0.010599	0.002326	0.002320	0.000846	0.000772	0.002224	0.000465	0.010387	0.000000	0.002167	0.131719	0.000002	0.000113	0.354223	0.005257	0.337423	0.000000	0.030292	0.249496	-11938.274
1261	0.001923	0.001226	0.001474	0.005071	0.002583	0.003347	0.002731	0.005350	0.003824	0.004270	0.003855	0.002036	0.012178	0.002326	0.002320	0.000846	0.000772	0.002224	0.000440	0.010387	0.000000	0.000022	0.131719	0.000081	0.000003	0.354223	0.000036	0.337423	0.000000	0.030292	0.249496	-11959.653
1262	0.001798	0.001147	0.001378	0.004799	0.002415	0.003129	0.002554	0.005002	0.002837	0.003992	0.003605	0.001903	0.010217	0.002175	0.002169	0.000791	0.000722	0.002080	0.000458	0.010387	0.000000	0.000119	0.131719	0.000002	0.000386	0.354223	0.001708	0.337423	0.000000	0.030292	0.249496	-11941.694
1263	0.001798	0.001147	0.001378	0.004799	0.002415	0.003129	0.002554	0.004952	0.003389	0.003992	0.002981	0.001944	0.012012	0.002175	0.002169	0.000791	0.000722	0.002046	0.000458	0.010387	0.000000	0.000204	0.131719	0.000017	0.000026	0.354223	0.000009	0.301455	0.000000	0.030292	0.249496	-11958.013
1264	0.001894	0.001208	0.001451	0.005054	0.002544	0.003296	0.002690	0.005927	0.003570	0.004205	0.003140	0.001994	0.013558	0.002291	0.002284	0.000833	0.000760	0.002199	0.000483	0.000101	0.000000	0.003494	0.131719	0.000887	0.000169	0.354223	0.000000	0.301455	0.000000	0.030292	0.249496	-11957.928
1265	0.001894	0.001208	0.001451	0.005054	0.002544	0.003296	0.002690	0.006857	0.006747	0.004205	0.004525	0.001972	0.012240	0.002291	0.002258	0.000833	0.000722	0.002219	0.000483	0.000101	0.000000	0.000132	0.131719	0.000013	0.000010	0.354223	0.000000	0.301455	0.000000	0.013884	0.249496	-11941.847
1266	0.001818	0.001160	0.001393	0.004852	0.002442	0.003165	0.002582	0.005951	0.004846	0.004037	0.004344	0.001851	0.010738	0.002199	0.002181	0.000800	0.000694	0.002169	0.000464	0.000101	0.000000	0.000041	0.131719	0.000001	0.000270	0.354223	0.000027	0.301455	0.000000	0.001948	0.249496	-11965.320
1267	0.001818	0.001160	0.001621	0.004852	0.002442	0.003165	0.002360	0.005951	0.004846	0.004315	0.006316	0.001881	0.010738	0.002199	0.002181	0.000800	0.000694	0.002141	0.000464	0.000001	0.000000	0.002688	0.131719	0.000009	0.017636	0.354223	0.000027	0.301455	0.000000	0.001948	0.249496	-11958.652
1268	0.001866	0.001190	0.001664	0.004981	0.002507	0.003248	0.002422	0.006109	0.005854	0.004429	0.005432	0.001930	0.011849	0.002257	0.002239	0.000821	0.000712	0.002198	0.000476	0.000028	0.000000	0.000074	0.131719	0.001053	0.017636	0.354223	0.000027	0.301455	0.000000	0.001948	0.249496	-11965.417
1269	0.001866	0.001190	0.001664	0.004981	0.002507	0.003248	0.002422	0.006109	0.005854	0.005030	0.005432	0.002940	0.012467	0.002257	0.002239	0.000821	0.000712	0.002198	0.000476	0.000028	0.000000	0.000001	0.040284	0.001053	0.003852	0.354223	0.000002	0.301455	0.000000	0.001948	0.249496	-11959.764
1270	0.001866	0.001190	0.001664	0.004981	0.002507	0.003248	0.002738	0.006109	0.005854	0.004261	0.005432	0.002940	0.012992	0.002257	0.002239	0.000860	0.000712	0.002198	0.000476	0.001779	0.000000	0.000000	0.040284	0.000093	0.003852	0.354223	0.000002	0.237336	0.000000	0.001948	0.249496	-11940.505
1271	0.001866	0.001190	0.001664	0.004981	0.002507	0.003248	0.002738	0.007428	0.006122	0.004261	0.005432	0.001890	0.012126	0.002257	0.002242	0.000860	0.000712	0.002198	0.000477	0.000057	0.000000	0.000000	0.040284	0.000003	0.002022	0.354223	0.000002	0.237336	0.000000	0.001948	0.249496	-11948.734
1272	0.002060	0.001305	0.001825	0.005455	0.002750	0.003563	0.003003	0.006725	0.006714	0.003596	0.005957	0.002072	0.013784	0.002476	0.002459	0.000944	0.000781	0.002411	0.000505	0.009068	0.000000	0.000000	0.040284	0.000368	0.002022	0.354223	0.000000	0.237336	0.000000	0.001948	0.249496	-11927.037
1273	0.001895	0.001201	0.001679	0.005018	0.002530	0.003278	0.002763	0.006187	0.006708	0.003308	0.004433	0.001907	0.011129	0.002278	0.002253	0.000868	0.000751	0.002218	0.000465	0.009068	0.000004	0.000000	0.040284	0.007465	0.000000	0.354223	0.000000	0.237336	0.000000	0.060430	0.249496	-11935.302
1274	0.001895	0.001201	0.001679	0.005018	0.002530	0.003278	0.002763	0.006187	0.008485	0.004433	0.005472	0.001297	0.012395	0.002278	0.002246	0.000868	0.000751	0.002218	0.000465	0.009068	0.000036	0.000000	0.040284	0.000111	0.000000	0.354223	0.000005	0.237336	0.000000	0.060430	0.249496	-11936.647
1275	0.001895	0.001201	0.001942	0.005018	0.002586	0.003278	0.003355	0.007049	0.006673	0.004433	0.005472	0.001297	0.013676	0.002278	0.002249	0.000868	0.000751	0.002218	0.000465	0.009068	0.000014	0.000000	0.040284	0.006684	0.000000	0.354223	0.000549	0.237336	0.000000	0.060430	0.249496	-11948.657
1276	0.001895	0.001201	0.001942	0.005018	0.002586	0.003278	0.003355	0.006471	0.006673	0.004433	0.005508	0.001285	0.013269	0.002278	0.002249	0.000868	0.000746	0.002235	0.000503	0.009068	0.000000	0.000003	0.040284	0.000406	0.000047	0.354223	0.000549	0.237336	0.000000	0.003430	0.249496	-11938.116
1277	0.001895	0.001201	0.001942	0.005018	0.002586	0.003278	0.003355	0.007769	0.007216	0.004433	0.006364	0.002373	0.012032	0.002278	0.002249	0.000868	0.000737	0.002235	0.000503	0.000224	0.000000	0.000106	0.040284	0.000406	0.000001	0.354223	0.000006	0.237336	0.000000	0.149657	0.249496	-11950.403
1278	0.001675	0.001062	0.001717	0.004437	0.002287	0.002999	0.002577	0.006869	0.005963	0.003919	0.005040	0.002893	0.013022	0.002014	0.001990	0.000768	0.000682	0.001935	0.000445	0.000012	0.000000	0.000001	0.040284	0.005593	0.000004	0.354223	0.000001	0.237336	0.000000	0.149657	0.249496	-11955.647
1279	0.001675	0.001062	0.001717	0.004437	0.002287	0.002999	0.002577	0.005902	0.004702	0.003919	0.003591	0.002893	0.009857	0.002014	0.001990	0.000768	0.000682	0.001935	0.000480	0.000000	0.000000	0.000000	0.040284	0.000118	0.000873	0.354223	0.000013	0.237336	0.000000	0.149657	0.249496	-11954.306
1280	0.001675	0.001062	0.001717	0.004437	0.002287	0.002999	0.002577	0.006552	0.003799	0.003919	0.003453	0.003779	0.009857	0.002014	0.001990	0.000768	0.000682	0.001966	0.000480	0.000000	0.000003	0.000000	0.040284	0.000054	0.000873	0.354223	0.000000	0.237336	0.000000	0.004302	0.249496	-11936.949
1281	0.001675	0.001062	0.001717	0.005035	0.002287	0.002999	0.003583	0.006552	0.004435	0.003919	0.003453	0.002711	0.010086	0.002014	0.001990	0.000768	0.000682	0.001966	0.000484	0.000000	0.000000	0.000000	0.040284	0.000036	0.000873	0.354223	0.000008	0.237336	0.000000	0.004302	0.249496	-11936.519
1282	0.002305	0.001062	0.001717	0.005035	0.002287	0.002999	0.003583	0.006114	0.004468	0.003560	0.003254	0.002712	0.009507	0.002014	0.001990	0.000768	0.000724	0.001977	0.000484	0.000000	0.000002	0.000000	0.040284	0.000001	0.012518	0.354223	0.000000	0.237336	0.000000	0.004302	0.249496	-11947.845
1283	0.002305	0.001062	0.001717	0.005035	0.002287	0.002999	0.003583	0.006114	0.003256	0.003560	0.003287	0.003608	0.009542	0.002014	0.001998	0.000768	0.000724	0.001974	0.000484	0.000000	0.000091	0.000000	0.040284	0.000000	0.012518	0.354223	0.000000	0.237336	0.000000	0.004302	0.249496	-11947.130
1284	0.002305	0.001062	0.001717	0.005035	0.002287	0.002999	0.003583	0.006114	0.004178	0.003560	0.004188	0.002965	0.009573	0.002014	0.001996	0.000768	0.000694	0.001974	0.000484	0.000000	0.000001	0.000000	0.040284	0.000001	0.012518	0.354223	0.000000	0.237336	0.000000	0.004302	0.249496	-11954.740
1285	0.002305	0.001062	0.001717	0.005035	0.002287	0.002999	0.003583	0.006114	0.001995	0.004642	0.004188	0.003831	0.011478	0.002014	0.002003	0.000750	0.000694	0.001987	0.000445	0.000000	0.000000	0.000000	0.040284	0.000000	0.012518	0.354223	0.000000	0.237336	0.000000	0.004302	0.249496	-11961.805
1286	0.002402	0.001107	0.001790	0.005248	0.002383	0.003126	0.002614	0.006373	0.002080	0.004838	0.006047	0.004049	0.011518	0.002099	0.002088	0.000782	0.000682	0.002049	0.000450	0.000000	0.000000	0.000000	0.040284	0.000000	0.012518	0.354223	0.000000	0.237336	0.000000	0.004302	0.249496	-11970.788
1287	0.002402	0.001107	0.001790	0.004479	0.002383	0.003126	0.002614	0.008491	0.002080	0.004838	0.005831	0.002871	0.011518	0.002099	0.002088	0.000782	0.000631	0.002049	0.000450	0.000003	0.000000	0.000000	0.040284	0.000000	0.012518	0.284888	0.000000	0.237336	0.000000	0.030463	0.249496	-11974.605
1288	0.002402	0.001107	0.001790	0.004479	0.002383	0.002951	0.002614	0.008491	0.002080	0.003554	0.005248	0.002871	0.012907	0.002099	0.002088	0.000782	0.000701	0.002049	0.000450	0.000141	0.000000	0.000000	0.040284	0.000000	0.012518	0.284888	0.000000	0.237336	0.000000	0.030463	0.249496	-11942.577
1289	0.002402	0.001107	0.001790	0.004571	0.002383	0.002951	0.002614	0.007937	0.003298	0.005060	0.005248	0.002071	0.012907	0.002099	0.002088	0.000782	0.000701	0.002049	0.000450	0.000141	0.000000	0.000000	0.040284	0.000000	0.012518	0.284888	0.000000	0.237336	0.000000	0.030463	0.249496	-11920.464
1290	0.002402	0.001107	0.001790	0.004534	0.002383	0.002951	0.002614	0.007802	0.004026	0.005060	0.004656	0.003115	0.013704	0.002099	0.002088	0.000782	0.000701	0.002049	0.000450	0.005139	0.000000	0.000000	0.040284	0.000000	0.003693	0.284888	0.000000	0.237336	0.000000	0.030463	0.249496	-11937.875
1291	0.002402	0.001107	0.001790	0.004534	0.002383	0.002951	0.002614	0.007802	0.003392	0.005060	0.003755	0.003098	0.016241	0.002099	0.002088	0.000782	0.000668	0.002058	0.000403	0.005139	0.000000	0.000000	0.040284	0.000000	0.003693	0.284888	0.000000	0.237336	0.000000	0.030463	0.249496	-11929.079
1292	0.002310	0.001064	0.001721	0.004361	0.002292	0.002838	0.002514	0.007503	0.004139	0.004866	0.002549	0.002112	0.014790	0.002019	0.002008	0.000752	0.000643	0.001986	0.000388	0.005139	0.000000	0.000000	0.040284	0.000000	0.000009	0.284888	0.000000	0.237336	0.000000	0.030463	0.249496	-11910.556
1293	0.002448	0.001128	0.001824	0.004622	0.002429	0.003008	0.002664	0.007952	0.003573	0.005158	0.002598	0.001557	0.017144	0.002140	0.002133	0.000797	0.000708	0.002113	0.000411	0.000282	0.000000	0.000000	0.040284	0.000000	0.000255	0.284888	0.000000	0.237336	0.000000	0.030463	0.249496	-11903.569
1294	0.002448	0.001128	0.001824	0.004622	0.002429	0.003008	0.002664	0.007952	0.004380	0.005158	0.002598	0.001557	0.015861	0.002140	0.002133	0.000797	0.000708	0.002114	0.000411	0.000282	0.000000	0.000000	0.040284	0.000000	0.000021	0.284888	0.000000	0.237336	0.000000	0.030463	0.249496	-11930.087
1295	0.002448	0.001128	0.001824	0.004622	0.002429	0.003008	0.002664	0.006942	0.004380	0.006082	0.003377	0.001557	0.017269	0.002140	0.002133	0.000797	0.000708	0.002114	0.000411	0.000002	0.000000	0.000000	0.040284	0.000000	0.000021	0.284888	0.000000	0.237336	0.000000	0.030463	0.249496	-11906.677
1296	0.002241	0.001032	0.001670	0.004779	0.002223	0.002753	0.002438	0.006353	0.007902	0.004704	0.002208	0.001452	0.014131	0.001958	0.001941	0.000729	0.000670	0.001905	0.000376	0.000058	0.000002	0.000000	0.023058	0.000000	0.000002	0.284888	0.000000	0.237336	0.000000	0.030463	0.249496	-11922.539
1297	0.002241	0.001032	0.001670	0.004779	0.002223	0.002753	0.002438	0.007196	0.006219	0.004704	0.001582	0.001898	0.015217	0.001958	0.001941	0.000729	0.000670	0.001905	0.000376	0.000890	0.000080	0.000000	0.023058	0.000000	0.000000	0.284888	0.000044	0.237336	0.000000	0.030463	0.249496	-11940.669
1298	0.002241	0.001032	0.001670	0.004779	0.002223	0.002753	0.002438	0.007196	0.005805	0.004704	0.002677	0.003134	0.014316	0.001958	0.001941	0.000729	0.000670	0.001892	0.000376	0.000890	0.000003	0.000000	0.023058	0.000000	0.000174	0.284888	0.001242	0.232479	0.000000	0.030463	0.249496	-11935.802
1299	0.002241	0.001032	0.001670	0.004779	0.002223	0.002753	0.002438	0.007196	0.005704	0.004704	0.002634	0.003889	0.012679	0.001958	0.001942	0.000729	0.000681	0.001920	0.000409	0.000890	0.000000	0.000000	0.023058	0.000000	0.001698	0.284888	0.001242	0.232479	0.000000	0.030463	0.254346	-11929.814
1300	0.002962	0.001122	0.001814	0.005194	0.002416	0.002992	0.002650	0.006958	0.005205	0.005112	0.002862	0.003123	0.014823	0.002128	0.002117	0.000793	0.000740	0.002087	0.000445	0.000890	0.000000	0.000000	0.023058	0.000000	0.001698	0.284888	0.001242	0.232479	0.000000	0.030463	0.254346	-11912.150
1301	0.002962	0.001122	0.001814	0.005194	0.002329	0.002992	0.002650	0.009127	0.005373	0.004488	0.003754	0.004958	0.013411	0.002128	0.002120	0.000793	0.000740	0.002087	0.000455	0.000890	0.000000	0.000000	0.023058	0.000000	0.000016	0.284888	0.001242	0.232479	0.000000	0.030463	0.254346	-11929.631
1302	0.002952	0.001118	0.001808	0.005100	0.002321	0.002981	0.002641	0.009183	0.005665	0.005392	0.004559	0.003690	0.013302	0.002121	0.002113	0.000790	0.000737	0.002080	0.000431	0.000890	0.000000	0.000000	0.023058	0.000000	0.000000	0.284888	0.001242	0.232479	0.000002	0.030463	0.254346	-11937.307
1303	0.002952	0.001118	0.001808	0.005100	0.002321	0.003435	0.002641	0.009640	0.006730	0.006667	0.003772	0.003019	0.013302	0.002121	0.002113	0.000780	0.000737	0.002080	0.000431	0.000090	0.000000	0.000000	0.023058	0.000000	0.000007	0.284888	0.001242	0.232479	0.000132	0.031060	0.254346	-11910.435
1304	0.002730	0.001034	0.001672	0.004717	0.002146	0.003177	0.002442	0.008916	0.005523	0.006147	0.003489	0.003875	0.011242	0.001961	0.001956	0.000721	0.000682	0.001906	0.000399	0.005182	0.000000	0.000000	0.023058	0.000000	0.000122	0.284888	0.008237	0.232479	0.007954	0.031060	0.254346	-11909.219
1305	0.002730	0.001034	0.001672	0.004717	0.002146	0.003177	0.002442	0.008916	0.004316	0.005418	0.002585	0.003082	0.013930	0.001961	0.001956	0.000721	0.000682	0.001864	0.000349	0.000848	0.000000	0.000000	0.097555	0.000000	0.000122	0.284888	0.008237	0.232479	0.007954	0.031060	0.254346	-11899.603
1306	0.002730	0.001034	0.001672	0.005567	0.002146	0.003177	0.002442	0.007235	0.003001	0.005418	0.003112	0.002679	0.013930	0.001961	0.001956	0.000721	0.000682	0.001910	0.000349	0.001720	0.000000	0.000000	0.097555	0.000000	0.006575	0.284888	0.000148	0.232479	0.007954	0.031060	0.254346	-11894.979
1307	0.002730	0.001034	0.001672	0.005567	0.002146	0.003177	0.002442	0.007235	0.003900	0.005418	0.003104	0.002679	0.013930	0.001961	0.001956	0.000721	0.000684	0.001910	0.000349	0.001720	0.000000	0.000000	0.097555	0.000000	0.000419	0.284888	0.011097	0.232479	0.029734	0.031060	0.065477	-11928.203
1308	0.002730	0.001034	0.001672	0.005567	0.002146	0.003177	0.002442	0.007235	0.002979	0.004666	0.003762	0.001474	0.012962	0.001961	0.001956	0.000721	0.000684	0.001910	0.000349	0.000026	0.000000	0.000000	0.097555	0.000002	0.000005	0.284888	0.011097	0.232479	0.029734	0.031060	0.065477	-11935.069
1309	0.002730	0.001034	0.001770	0.005567	0.002146	0.003177	0.002442	0.007235	0.003676	0.004666	0.003762	0.002291	0.014122	0.001961	0.001956	0.000721	0.000684	0.001910	0.000349	0.000020	0.000000	0.000000	0.097555	0.000051	0.000000	0.284888	0.000362	0.232479	0.029734	0.031060	0.065477	-11922.128
1310	0.002933	0.001111	0.001902	0.005980	0.002306	0.002802	0.002624	0.006298	0.005225	0.004297	0.003934	0.002461	0.015994	0.002107	0.002101	0.000775	0.000754	0.002051	0.000375	0.000939	0.000000	0.000000	0.097555	0.014429	0.000000	0.284888	0.000362	0.232479	0.029734	0.070856	0.065477	-11921.803
1311	0.002692	0.001020	0.002389	0.005490	0.002117	0.002572	0.002409	0.005781	0.005610	0.003894	0.003544	0.001854	0.013868	0.001934	0.001929	0.000711	0.000694	0.001883	0.000344	0.000939	0.000000	0.000000	0.042266	0.005579	0.000000	0.284888	0.014036	0.232479	0.029734	0.070856	0.065477	-11917.029
